key_id, contract_id     , commercial_product_id, commercial_subproduct_id, contract_register_date, account_status_type, account_status_type_desc, blocking_type, blocking_type_desc, account_freeze_type, contract_status_date, contract_status_type, contract_status_type_desc, card_bin_number, card_bin_subtype_type, contract_end_date, participant_type, participation_order_number, card_status_type, card_status_date, last_four_pan_id, origin_flag, customer_id, personal_id  , personal_type, personal_verif_digit_type, customer_name                                                 , personal_type_desc  , off_loaded_porfolio_date, portfolio_buyer_company_id, buyer_name                        , off_loaded_portfolio_flag, written_off_date, written_off_flag, default_days_number, default_date, default_flag, restructured_flag, date_consult_risk_ctral, flag_consult_risk_ctral, product_desc               , audit_date             , default_status_pay, adelanto_nomina_flag, seizure_contract_id, court_order_id, court_order_entry_date, seizure_issuing_court_name                             , seizure_pay_date, seizure_flag, seizure_off_flag, default_end_date, written_off_end_date, customer_mail                    , seizure_off_date, seizure_off_desc                                                                                                                                                                                                  , commercial_product_desc ,customer_address ,account_id
    58, 1300019600000058,                  96.0,                   3448.0, 2024-05-27            ,                    ,                         ,              ,                   ,                    , 2024-05-28          , 1                   , CANCELADO                ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,     1232829,      12555147,             1,                         0, RICARDO JESUS SEALES REYES                                    , Cedula Ciudadania   ,                         ,                           ,                                   , False                    ,                 , False           ,                    ,             , False       , False            ,                        , False                  , 963448                     , 2026-05-22 22:07:31.063, False             , False               ,                    ,               ,                       ,                                                        ,                 , False       , False           ,                 ,                     , ricardo_reyes147@outlook.com     ,                 ,                                                                                                                                                                                                                   , CARTERA                 ,CALLE 151 A # 115-34
   290, 1300099600000290,                  96.0,                   3218.0, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2013-10-01          , 9                   , PROPUESTA                ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,     4167712,      24431518,             1,                         0, LUZ NORY OCAMPO SALAZAR                                       , Cedula Ciudadania   ,                         ,                           ,                                   , False                    ,                 , False           ,                    ,             , False       , False            ,                        , False                  , 963218                     , 2026-05-22 22:07:31.063, False             , False               ,                    ,               ,                       ,                                                        ,                 , False       , False           ,                 ,                     , luz.salazar518@protonmail.com    ,                 ,                                                                                                                                                                                                                   , CARTERA
   332, 1300099600000332,                  96.0,                   5136.0, 2013-11-06            ,                    ,                         ,              ,                   ,                    , 2022-07-14          , 1                   , CANCELADO                ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,     7136263,      25054238,             1,                         0, MARIA ESNEDA VALENCIA CALVO                                   , Cedula Ciudadania   ,                         ,                           ,                                   , False                    ,                 , False           ,                    ,             , False       , False            ,                        , False                  , 965136                     , 2026-05-22 22:07:31.063, False             , False               ,                    ,               ,                       ,                                                        ,                 , False       , False           ,                 ,                     , mcalvo238@bbva.com.co            ,                 ,                                                                                                                                                                                                                   , CARTERA
   373, 1300099600000373,                  96.0,                   5136.0, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2017-10-05          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,     7679301,      16078805,             1,                         0, LUIS CARLOS BOTERO IDARRAGA                                   , Cedula Ciudadania   ,                         ,                           ,                                   , False                    ,                 , False           ,                    ,             , False       , False            ,                        , False                  , 965136                     , 2026-05-22 22:07:31.063, False             , False               ,                    ,               ,                       ,                                                        ,                 , False       , False           ,                 ,                     , luis.idarraga805@icloud.com      ,                 ,                                                                                                                                                                                                                   , CARTERA
   712, 1300099600000712,                  96.0,                   5112.0, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2013-11-19          , 9                   , PROPUESTA                ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,     7732016,    1053836011,             1,                         0, MARIANTONIA GOMEZ MURIEL                                      , Cedula Ciudadania   ,                         ,                           ,                                   , False                    ,                 , False           ,                    ,             , False       , False            ,                        , False                  , 965112                     , 2026-05-22 22:07:31.063, False             , False               ,                    ,               ,                       ,                                                        ,                 , False       , False           ,                 ,                     , mariantoniam011@protonmail.com   ,                 ,                                                                                                                                                                                                                   , CARTERA
   993, 1300099600000993,                  96.0,                   1783.0, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2019-11-23          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,     3218596,      30337003,             1,                         0, ALBA ROCIO LOPEZ SALAZAR                                      , Cedula Ciudadania   ,                         ,                           ,                                   , False                    ,                 , False           ,                    ,             , False       , False            ,                        , False                  , 961783                     , 2026-05-22 22:07:31.063, False             , False               ,                    ,               ,                       ,                                                        ,                 , False       , False           ,                 ,                     , alba_salazar003@live.com         ,                 ,                                                                                                                                                                                                                   , CARTERA
  1124, 1300099600001124,                  96.0,                   3127.0, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2013-12-13          , 9                   , PROPUESTA                ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,     7770851,    1053784482,             1,                         0, YUDY LUCIA ARISTIZABAL GIRALDO                                , Cedula Ciudadania   ,                         ,                           ,                                   , False                    ,                 , False           ,                    ,             , False       , False            ,                        , False                  , 963127                     , 2026-05-22 22:07:31.063, False             , False               ,                    ,               ,                       ,                                                        ,                 , False       , False           ,                 ,                     , ygiraldo482@yahoo.com            ,                 ,                                                                                                                                                                                                                   , CARTERA
  1157, 1300099600001157,                  96.0,                   5567.0, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-06-14          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,     7732016,    1053836011,             1,                         0, MARIANTONIA GOMEZ MURIEL                                      , Cedula Ciudadania   ,                         ,                           ,                                   , False                    ,                 , False           ,                    ,             , False       , False            ,                        , False                  , 965567                     , 2026-05-22 22:07:31.063, False             , False               ,                    ,               ,                       ,                                                        ,                 , False       , False           ,                 ,                     , mariantoniam011@protonmail.com   ,                 ,                                                                                                                                                                                                                   , CARTERA
  1264, 1300099600001264,                  96.0,                   5394.0, 2014-02-10            ,                    ,                         ,              ,                   ,                    , 2024-02-12          , A                   , ACTIVO                   ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,     1227510,      10225566,             1,                         0, NELSON DE JESUS GONZALEZ HOYOS                                , Cedula Ciudadania   ,                         ,                           ,                                   , False                    ,                 , False           ,                    ,             , False       , False            ,                        , False                  , 965394                     , 2026-05-22 22:07:31.063, False             , False               ,                    ,               ,                       ,                                                        ,                 , False       , False           ,                 ,                     , nelsonh566@yahoo.com             ,                 ,                                                                                                                                                                                                                   , CARTERA
  1421, 1300099600001421,                  96.0,                   3288.0, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-01-02          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,     7588438,       4457459,             1,                         0, JUAN ARBEY SALAZAR                                            , Cedula Ciudadania   ,                         ,                           ,                                   , False                    ,                 , False           ,                    ,             , False       , False            ,                        , False                  , 963288                     , 2026-05-22 22:07:31.063, False             , False               ,                    ,               ,                       ,                                                        ,                 , False       , False           ,                 ,                     , juan_salazar459@bbva.com.co      ,                 ,                                                                                                                                                                                                                   , CARTERA
  1454, 1300099600001454,                  96.0,                   5234.0, 0001-01-01            ,                    ,                         ,              ,                   ,                    , 2014-01-16          , A                   , OTRO                     ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , ACTIVE     ,     5681401,      75094741,             1,                         0, JAIME ANDRES MARIN MARTINEZ                                   , Cedula Ciudadania   ,                         ,                           ,                                   , False                    ,                 , False           ,                    ,             , False       , False            ,                        , False                  , 965234                     , 2026-05-22 22:07:31.063, False             , False               ,                    ,               ,                       ,                                                        ,                 , False       , False           ,                 ,                     , jaime_martinez741@outlook.com    ,                 ,                                                                                                                                                                                                                   , CARTERA
